model,model_color,reference_key,reference,comparison_key,comparison,domain,metric,difference,ci_low,ci_high,verdict,bootstrap_replicates,resampling_unit,n_participants,n_test_messages,seed
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,accuracy,-0.15367483296213807,-0.19821826280623608,-0.10813823857302118,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,macro_f1,-0.2153600783019418,-0.25783261903358295,-0.17031756139283724,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,qwk,-0.4960198176988567,-0.5695246922371794,-0.41645245371359735,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_accuracy,-0.21826280623608024,-0.26169265033407574,-0.17594654788418707,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_macro_f1,-0.2207897024018598,-0.2684376307735663,-0.17324765178342852,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,accuracy,-0.20712694877505566,-0.25500307957625035,-0.1587081427140576,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,macro_f1,-0.24584604715963781,-0.2921506223763788,-0.1982019782683908,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,qwk,-0.5248925476136488,-0.5933792312854601,-0.4507406160192006,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_accuracy,-0.34966592427616927,-0.3993400384797492,-0.2991071428571429,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_macro_f1,-0.2886723146231109,-0.3368046226885996,-0.23509589764238373,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,accuracy,0.008908685968819607,-0.01457480979493121,0.0323660714285714,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,macro_f1,0.02294188669413666,-0.006592024736158798,0.055668130530762555,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,qwk,0.016196818183555783,-0.020186813016763925,0.053852099990495415,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,directional_accuracy,0.0055679287305122616,-0.01777827215424546,0.026786462490023952,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,directional_macro_f1,0.01490159860486251,-0.018768210476331,0.051937388956085566,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,accuracy,0.013363028953229383,-0.010056147126092001,0.03670847464765353,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,macro_f1,0.017874923924008468,-0.010090473303066333,0.044949936550188314,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,qwk,0.03129659264961171,9.53886236564644e-05,0.06330058701245388,comparison better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,directional_accuracy,0.008908685968819663,-0.013363028953229383,0.030067653127351022,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,directional_macro_f1,0.018346214512045433,-0.007452806465348555,0.044270233958920144,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,accuracy,-0.024498886414253906,-0.04576020675379088,-0.0022345123098098546,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,macro_f1,-0.018433450278223185,-0.040461229888885474,0.004981181984596679,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,qwk,-0.007450811475720687,-0.03647787628009889,0.023804110828034783,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,directional_accuracy,-0.011135857461024523,-0.03344481605351168,0.010022271714921985,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,directional_macro_f1,-0.005862575005387338,-0.03072785409996219,0.018203275663245456,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,accuracy,-0.10579064587973275,-0.14872364039955605,-0.06465638148667602,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,macro_f1,-0.14227166908852892,-0.1819701654737613,-0.10024113742712938,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,qwk,-0.34990735914676274,-0.4300698590207416,-0.2639879907664062,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,directional_accuracy,-0.016703786191536785,-0.05470612181263858,0.017797552836484987,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,directional_macro_f1,-0.1867629592209668,-0.24047334170203313,-0.13201706382355283,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,accuracy,-0.11581291759465479,-0.1605395962732919,-0.07228270393547155,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,macro_f1,-0.189061473643977,-0.23252782662651583,-0.14299272405344338,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,qwk,-0.4407269966595798,-0.5144036011421137,-0.361760311154258,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,directional_accuracy,-0.16035634743875277,-0.20335714418876344,-0.11777450980392162,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,directional_macro_f1,-0.16357050139769286,-0.2076512400667039,-0.11890002867950407,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,accuracy,-0.19042316258351893,-0.23669308035714287,-0.14444444444444446,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,macro_f1,-0.22903293858954327,-0.2749988762330644,-0.1804642169884744,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,qwk,-0.4813706747754266,-0.5543955648649679,-0.40713936538358814,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,directional_accuracy,-0.3162583518930958,-0.36201644941030414,-0.2683741648106905,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,directional_macro_f1,-0.2585106631853045,-0.3045586024280346,-0.20800570514173664,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Content,accuracy,-0.11469933184855235,-0.15649278579356274,-0.07589074195731807,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Content,macro_f1,-0.16521355578266558,-0.21613309931239033,-0.11625871751088819,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Content,qwk,-0.3661041773303185,-0.44339870043756036,-0.28226493172904366,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Content,directional_accuracy,-0.022271714922049046,-0.057777777777777706,0.013418346135571668,comparable,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Content,directional_macro_f1,-0.20166455782582932,-0.25215920135332764,-0.14912065826606902,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Coping,accuracy,-0.12917594654788417,-0.1713365772389558,-0.08666186252771621,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Coping,macro_f1,-0.20693639756798546,-0.24611116682083536,-0.16629638882089542,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Coping,qwk,-0.4720235893091915,-0.5452024641633616,-0.39045323518478714,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Coping,directional_accuracy,-0.16926503340757243,-0.20978444514755937,-0.12763596004439515,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Coping,directional_macro_f1,-0.1819167159097383,-0.2240958821941572,-0.13890258844436948,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Quitting,accuracy,-0.16592427616926503,-0.21071256038647343,-0.11804008908685967,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Quitting,macro_f1,-0.21059948831132008,-0.25525134132534866,-0.1627179576686502,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Quitting,qwk,-0.4739198632997059,-0.5421484640992943,-0.39734109757876335,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Quitting,directional_accuracy,-0.3051224944320713,-0.3519111187634863,-0.25501113585746105,reference better,2000,participant,301,898,20261928
GPT-5,#DE8F05,history_ratings_only,History + ratings only,history_text_only,History text only,Quitting,directional_macro_f1,-0.2526480881799172,-0.29964356662217484,-0.2015197802761062,reference better,2000,participant,301,898,20261928
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,accuracy,-0.0022271714922049157,-0.024553571428571397,0.020045102084900648,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,macro_f1,-0.009971502069844651,-0.04294848386823908,0.016752266772666488,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,qwk,-0.008241568941868005,-0.039349623416174,0.020769177857905354,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_accuracy,0.010022271714922093,-0.007795100222717122,0.027839643652561197,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Content,directional_macro_f1,-0.0009521670429719631,-0.024296682727243883,0.020699126601439088,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,accuracy,-0.01670378619153673,-0.04545580667944709,0.011199071174796318,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,macro_f1,-0.009838365065327204,-0.038970681767609046,0.01743828014265337,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,qwk,-0.00422623293715696,-0.039067214446921045,0.02921698960881845,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_accuracy,-0.0044543429844098315,-0.027871457686335456,0.018952062430323217,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Coping,directional_macro_f1,-0.0007677000441519422,-0.02998665523062565,0.02948390019424136,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,accuracy,-0.015590200445434299,-0.04013377926421402,0.007804008152173871,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,macro_f1,-0.009901792063469972,-0.03764024728510349,0.0160702173687374,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,qwk,-0.00976538299449603,-0.04515657219136318,0.024617235371195357,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_accuracy,-0.013363028953229383,-0.03555555555555545,0.008879269946972489,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,full_pp_no_cbtact,PP + history (no CBT/ACT),Quitting,directional_macro_f1,-0.016770079951050954,-0.045627291335973,0.011371393984019285,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,accuracy,-0.013363028953229439,-0.037949615561510136,0.012236158215884549,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,macro_f1,-0.02968070594077088,-0.06955413103043247,0.007551270816068051,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,qwk,-0.03134811573985208,-0.06516693124016727,0.0021711029482813296,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_accuracy,-0.016703786191536674,-0.03888997033741202,0.0044396349734863,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Content,directional_macro_f1,0.0015747921384351438,-0.030872331135082056,0.033283061684059874,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,accuracy,-0.02115812917594656,-0.048835984708348754,0.006681700694966881,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,macro_f1,-0.011114439703641843,-0.03733471502927412,0.014284832372681662,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,qwk,-0.025836855575077866,-0.062113537173033154,0.010766365469187878,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_accuracy,-0.0033407572383072903,-0.027808676307007785,0.022197558268590382,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Coping,directional_macro_f1,0.01465231214498841,-0.017635791344325247,0.047342642079027115,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,accuracy,0.0022271714922049157,-0.02115812917594656,0.024685974090682506,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,macro_f1,0.01604215175912399,-0.010824903436639714,0.04067684188698938,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,qwk,-0.016055459930503058,-0.04847949033169532,0.01724241239635892,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_accuracy,0.007795100222717122,-0.013348536235510407,0.027747718584289153,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_macro_f1,0.02631242612394835,-0.0019303155006318794,0.053090251179827117,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,accuracy,-0.16592427616926508,-0.21310247872734,-0.11927987619093684,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,macro_f1,-0.21278861656117837,-0.2648535560541813,-0.1623514052207502,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,qwk,-0.4098842150165223,-0.4965871624869695,-0.3192838765708806,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_accuracy,-0.09354120267260568,-0.12875299846049196,-0.05573980826958459,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_macro_f1,-0.21353116213909357,-0.2687453426268708,-0.15427569109635092,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,accuracy,-0.19710467706013363,-0.24498886414253898,-0.15290178571428573,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,macro_f1,-0.240984909824221,-0.28465550792083716,-0.19338473317419538,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,qwk,-0.5259381436797805,-0.6083330814965792,-0.43834099021154443,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_accuracy,-0.25389755011135856,-0.2991154978052674,-0.20935412026726063,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_macro_f1,-0.22137915182790963,-0.2665749653538502,-0.1716220882212489,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,accuracy,-0.22271714922048996,-0.27030033370411566,-0.17333333333333334,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,macro_f1,-0.265440212653563,-0.3095769297970188,-0.21911639412500733,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,qwk,-0.5312401710330213,-0.6085029018117805,-0.45087301255295437,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_accuracy,-0.2828507795100223,-0.32924141282973146,-0.2366666666666667,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_macro_f1,-0.24675345365596385,-0.2973169785049434,-0.19522085114468438,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,accuracy,-0.011135857461024523,-0.03555555555555556,0.013364523699197352,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,macro_f1,-0.01970920387092623,-0.05114781059852133,0.011877494349257927,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,qwk,-0.023106546797984073,-0.056451000515880555,0.009202043313969285,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,directional_accuracy,-0.026726057906458767,-0.04698249917235976,-0.006681514476614692,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Content,directional_macro_f1,0.002526959181407107,-0.022391335559397086,0.02906091357783289,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,accuracy,-0.0044543429844098315,-0.026726057906458822,0.017857641660015952,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,macro_f1,-0.0012760746383146393,-0.026223914057759805,0.0256226219478888,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,qwk,-0.021610622637920907,-0.058376485334007584,0.014067284283106385,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,directional_accuracy,0.0011135857461025411,-0.021182307841614966,0.02346267361111097,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Coping,directional_macro_f1,0.015420012189140353,-0.015230750325199275,0.045493828890082424,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,accuracy,0.017817371937639215,-0.004434712846775289,0.03910614525139661,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,macro_f1,0.025943943822593962,0.0005941640944761712,0.05195836594826124,comparison better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,qwk,-0.0062900769360070274,-0.03973948954629486,0.0257675800833909,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,directional_accuracy,0.021158129175946505,0.0,0.04106548279689237,comparable,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_ratings_only,History + ratings only,Quitting,directional_macro_f1,0.043082506074999305,0.014421436264662843,0.07014110988428568,comparison better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,accuracy,-0.16369710467706017,-0.21070234113712372,-0.1173151623603352,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,macro_f1,-0.20281711449133372,-0.2560233775298402,-0.15077766996588404,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,qwk,-0.4016426460746543,-0.4835397965792784,-0.3143034035323739,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,directional_accuracy,-0.10356347438752778,-0.1358612474643268,-0.07007397539996962,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Content,directional_macro_f1,-0.2125789950961216,-0.26712109002208256,-0.1523507341242688,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,accuracy,-0.1804008908685969,-0.22616772587610337,-0.1360051321777864,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,macro_f1,-0.2311465447588938,-0.2758677955831172,-0.18335361664538022,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,qwk,-0.5217119107426236,-0.5968625197650186,-0.44184510570577823,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,directional_accuracy,-0.24944320712694873,-0.2917629261226699,-0.20800312075145228,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Coping,directional_macro_f1,-0.22061145178375768,-0.2650080797892579,-0.17462839289828513,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,accuracy,-0.20712694877505566,-0.25447086544573333,-0.1594158516510119,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,macro_f1,-0.255538420590093,-0.3028523192432378,-0.20668809964890608,reference better,2000,participant,301,898,20263946
Grok-4.3,#CC78BC,full_pp_no_cbtact,PP + history (no CBT/ACT),history_text_only,History text only,Quitting,qwk,-0.5214747880385253,-0.5943393008184303,-0.4449734869442824,reference better,2000,participant,301,898,20263946
